district,arrival_rate,avg_price,rainfall,soil_ph,month,year
Bangalore,06/01/2014,46000,,
Bangalore,06/01/2014,46000,,
Bangalore,13/01/2014,46000,,
Bangalore,17/01/2014,46000,,
Bangalore,30/01/2014,46000,,
Bangalore,08/02/2014,48600,,
Bangalore,10/02/2014,48600,,
Bangalore,13/02/2014,48600,,
Bangalore,17/02/2014,48600,,
Bangalore,26/02/2014,48600,,
Bangalore,01/03/2014,51000,,
Bangalore,05/03/2014,48000,,
Bangalore,07/03/2014,48000,,
Bangalore,13/03/2014,55000,,
Bangalore,15/03/2014,48500,,
Bangalore,19/03/2014,48500,,
Bangalore,01/04/2014,48500,,
Bangalore,05/04/2014,48500,,
Bangalore,08/04/2014,54000,,
Bangalore,21/04/2014,58000,,
Bangalore,22/04/2014,62000,,
Bangalore,28/04/2014,67000,,
Bangalore,08/05/2014,65000,,
Bangalore,09/05/2014,65000,,
Bangalore,15/05/2014,65900,,
Bangalore,16/05/2014,65900,,
Bangalore,24/05/2014,65900,,
Bangalore,29/05/2014,65900,,
Bangalore,31/05/2014,65900,,
Bangalore,05/06/2014,65900,,
Bangalore,11/06/2014,65250,,
Bangalore,13/06/2014,65000,,
Bangalore,16/06/2014,65000,,
Bangalore,23/06/2014,72000,,
Bangalore,26/06/2014,72500,,
Bangalore,28/06/2014,72500,,
Bangalore,04/07/2014,72000,,
Bangalore,09/07/2014,72000,,
Bangalore,10/07/2014,72000,,
Bangalore,14/07/2014,72000,,
Bangalore,15/07/2014,72000,,
Bangalore,17/07/2014,74000,,
Bangalore,21/07/2014,74500,,
Bangalore,22/07/2014,74500,,
Bangalore,26/07/2014,71000,,
Bangalore,31/07/2014,71000,,
Bangalore,05/08/2014,71000,,
Bangalore,06/08/2014,71000,,
Bangalore,11/08/2014,71000,,
Bangalore,12/08/2014,71000,,
Bangalore,13/08/2014,71000,,
Bangalore,16/08/2014,71000,,
Bangalore,18/08/2014,71000,,
Bangalore,13/10/2014,70000,,
Bangalore,14/10/2014,75000,,
Bangalore,16/10/2014,72000,,
Bangalore,17/10/2014,72000,,
Bangalore,20/10/2014,72000,,
Bangalore,30/10/2014,75000,,
Bangalore,03/11/2014,75000,,
Bangalore,10/11/2014,75500,,
Bangalore,15/11/2014,75500,,
Bangalore,18/11/2014,73000,,
Bangalore,20/11/2014,73000,,
Bangalore,22/11/2014,73000,,
Bangalore,29/11/2014,65000,,
Bangalore,02/12/2014,65000,,
Bangalore,09/12/2014,72500,,
Bangalore,16/12/2014,77000,,
Bangalore,20/12/2014,72500,,
Bangalore,23/12/2014,77000,,
Bangalore,24/12/2014,77000,,
Bangalore,26/12/2014,77000,,
Bangalore,30/12/2014,77000,,
Bangalore,12/01/2015,80000,,
Bangalore,19/01/2015,74000,,
Bangalore,24/01/2015,74000,,
Chamrajnagar,28/12/2014,70000,,
Chikmagalur,03/01/2014,52000,,
Chikmagalur,22/01/2014,51742,,
Chikmagalur,25/01/2014,35000,,
Chikmagalur,29/01/2014,29531,,
Chikmagalur,07/02/2014,52000,,
Chikmagalur,12/02/2014,29000,,
Chikmagalur,13/02/2014,34500,,
Chikmagalur,25/02/2014,52000,,
Chikmagalur,26/02/2014,30077,,
Chikmagalur,01/03/2014,34500,,
Chikmagalur,04/03/2014,35101,,
Chikmagalur,05/03/2014,34900,,
Chikmagalur,06/03/2014,38135,,
Chikmagalur,07/03/2014,35775,,
Chikmagalur,10/03/2014,38000,,
Chikmagalur,14/03/2014,34761,,
Chikmagalur,18/03/2014,34615,,
Chikmagalur,21/03/2014,34850,,
Chikmagalur,26/03/2014,35987,,
Chikmagalur,29/03/2014,42127,,
Chikmagalur,01/04/2014,37426,,
Chikmagalur,04/04/2014,34500,,
Chikmagalur,05/04/2014,40327,,
Chikmagalur,08/04/2014,52023,,
